11	This isn't the worst comedy of all-time, but that is about the best thing that I can say about this pathetic film. I didn't laugh once, or even smile once during this bomb. There was usually something going on on-screen, so I didn't get TOO bored, but most of the jokes here were simply awful. The final sequence is nothing more than a long series of people falling through doors and stumbling all over the place. Needless to say, it was a fitting way to end a movie that was impossible for me to like.
12	A lot of people criticize this movie as just being too dumb, but I'm just saying, give this movie a chance. It may not be the best film ever made, but at least it has clever gags in it and also includes a very young John Candy. I saw clips of the movie on the internet and I was amazed on how they were funny, especially the scene when Candy unintentionally almost destroys the entire police station while trying to find a pencil or when he hilariously fails his shooting test in the gun range. Since this movie was barely released in the U.S., you may want to track down a copy of it before it disappears completely. Also look for Peter Cook, Mickey Rooney, and Dick Emery, in what was to be his last film role, in the cast, as well.
13	Before John Candy was really famous, he starred in this rather silly Canadian movie about a series of kidnappings. He plays police officer Kopek, investigating the kidnappings and getting into a bunch of loopy situations along the way. The only other cast member whom I recognized was Mickey Rooney, playing a trigger-happy hit-man named Trigger (although apparently, Peter Cook also starred).<br /><br />Overall, "Find the Lady" is nothing special, mostly a series of gags, but it's pretty fun, especially the end scene. I guess that you could say that it backs up what Michael Moore always says: Canada is the greatest place on earth.
14	Groucho are Carmen Miranda are Marvooolussss together. What a great combination and beauty and the beast. The movie has it all, cheesey musicals, goofy love scenes and Groucho's one liners. Buy it if you are a Groucho fan.
15	In New York City, Lionel Q. Devereaux (Groucho Marx) and his fiancée Carmen Novarro (Carmen Miranda) are unsuccessfully trying to find a spot in the show business. Lionel introduces himself to Steve Hunt (Steve Cochran), who owns the famous Copacabana nightclub, as an important agent and convinces Steve to see the presentation of Carmen. He enjoys the show and asks for another attraction; Lionel convinces Carmen to wear a veil and perform another song and introduces her to Steve as the French singer Mademoiselle Fifi. Steve hires both singers and Carmen has to change clothes and identities between her performances. When she sees Lionel flirting with a Copa Girl, Mlle. Fifi accepts the invitation to have dinner with Steve, hurting the feelings of his secretary Anne Stuart (Gloria Jean) that is in love with him. The situation gets complicated and Carmen simulates an argument with Mlle. Fifi with her subsequent disappearance, originating an investigation of the police where the prime suspect is Lionel. <br /><br />"Copacabana" is a delightfully naive and entertaining movie from a time when the society was extremely innocent and could buy such ingenuous story. The plot, i.e., the double-identity of Carmen Miranda, is totally absurd but the situation of Lionel after the disappearance of Mlle. Fifi was remade by Billy August in 1963 in "Irma La Douce". Groucho Marx is funny and responsible for the best moments of this movie; but the subplots with the silly romance of Anne and Steve, and the participation of the weird singer Andy Russell should be better written. The songs are boring and dated in 2009, but Carmen Miranda was very successful in those years and sings the famous "Tico-Tico no Fubá". My vote is seven.<br /><br />Title (Brazil): "Copacabana"
16	The eyebrow-wagging Lionel Q. Deveraux (Groucho Marx) is tired of dragging down the career of his fiancée, Carmen Novarro (Carmen Miranda), as the untalented half of their nightclub act and quits to become her agent. His powers of persuasion soon get the Brazilian singer a job as a featured performer at the Copacabana - twice over. She is forced to do double duty as herself and as Mlle. Fifi, a veil-covered Parisian chanteuse. The owner of the Copacabana, Steve Hunt (Steve Cochran), insists on romancing Mlle. Fifi, much to the frustration of Deveraux, who has already staked his claim to Carmen. Also frustrated is Anne Stuart (Gloria Jean), Steve's dutiful secretary, who is secretly in love with her boss. Another Copacabana singer, Andy Russell (himself), plays Cupid.<br /><br />An irritatingly stupid script, poor production values and almost no good lines for Groucho spoil this slight musical comedy. Andy Russell, who can sing but can't act, cancels himself out. Carmen Miranda fans may want to skip over everything except her numbers, which are good. Groucho fans may want to skip this altogether, unless they want to laugh at the awfulness of it all and imagine the sarcastic quipster delivering a scathing commentary track.
17	While I prefer Groucho's humor the most amongst all three Marx brothers, it's just not the same without Chico and Harpo for Groucho to play off of. <br /><br />I had never seen Carmen Miranda in action, though I had long known of her being a performer with kooky hats. Now that I've seen her on screen, I think she comes across as a cross between Marlene Dietrich and Charo - a surprisingly fun mix. She's actually a good foil for Groucho, so I think it's the screenplay that doesn't play to their full potentials. It's still a fairly charming movie, with Carmen taking on the role of two different stage performers and Groucho providing zingers.
18	After reading the positive comments here and seeing the 1 star rating on my digital cable guide, I decided to give it a chance (plus, I'm a big Alan Arkin fan after seeing him in 'Catch-22', 'Glengarry Glen Ross', and 'Little Murders'). And I have to say that it's not as bad as it's made out to be. It's actually really really funny--if you have a certain sense of humor. I was dying with laughter during the scene where Arkin and Rob Reiner started fighting on the father's bed--on top of the father! There were other good scenes: the kids throwing the rocks through the windows, Arkin approaching the basketball player on the court, the crazy Jewish mother throughout the whole movie, "Keep Out Putz!" written on the office door and the scene with the comatose dad and the insurance guys. I could go on because I really liked this movie. The only thing that kinda bugged was Rob Reiner's attacks, but eh. What are you gonna do?<br /><br />I think that you have to enjoy a certain type of humor to find this movie funny. During the whole thing I found myself drawing parallels to my favorite sitcom, Arrested Development. Crazy dysfunctional family? Check. Adopting a kid of a completely different race for personal gain? Check. Buring down a business for money? Check. (Episode 2 of Season 1--Top Banana!) Multiple story lines that culminate into one big finale? Yup. And there was even a big wacky ending involving all the family members. Both are very slapstick-y comedies with both dry and over the top jokes. If you love that kind of humor, then you'll really like Fire Sale. If you're more into standard comedies, then you'll probably become very easily annoyed and change the channel.<br /><br />I'd love to see a cheap DVD of this movie out in a letterbox format. I remember Fox Movie Channel used to run some kind of promo trailer/short documentary before showing it, so I'd love to see that as well. Plus, some of the scenes are very dark. I'm not sure if this is the print of the movie or Arkin's intention, but it would be nice to see this movie remastered and released in the future, but that probably won't happen. A girl can dream though!
19	Four stars? - give me a break!<br /><br />I was thrilled and amused when I saw this as a kid - so many unconventional scenes, so many people who don't behave ...<br /><br />Alright this is not that entertaining for people of today who have lost any attention span. And it's not as brilliantly made as "Where's Poppa?", also written by Robert Klane, but it does have its moments, i.e. most scenes that Arkin and Gardenia are in. Reiner is pretty inept here as usual, though. Kay Medford is very good as a Mother out of touch with reality. A good cast in general.<br /><br />Some scenes lack a better execution but on the whole this is an original idea that has several subplots which are nicely tied up. Greed, ineptness, dysfunctional families, madness and irritation manifest themselves in many different ways. <br /><br />Most locations are pretty "awful" by today's viewing habits but that is the exact charm of this movie as opposed to all the slick and sterile over-produced forgettable comedies of today. The settings make this movie look "real" and might tend to make people uneasy about the story because it seems people don't really get their way - no matter how they try. That makes for good comedy because this is how life is when you constantly overreach: You make a fool of yourself.<br /><br />The main problem with this seems to be that the ideas are funny but better production and direction would not have hurt. This could very well be remade but I doubt people today want to see anyone on the screen who is over 40 years old... And that is pathetic.
20	I'm another one who is waiting for the day this movie comes out on video. I also laughed from start to finish, especially when Alan Arkin discovers the basketball phenom. This movie was wayyyy ahead of its time, and those that didn't laugh just don't get the jokes!
21	The movie is a bit sloppy from a technical standpoint, but it remains the only movie to make me literally laugh myself sick. The Farrelly brothers owe a huge debt to Robert Klane's mining of the twisted humor genre. For years, this was my video holy grail. Finally, it occurred to me that it probably showed up from time to time on the Fox Movie Channel; so, not having it on my cable system, I started buying the monthly satellite programming guides, and when it came up in the rotation on FMC, I had a friend tape it for me. A simple DVD release will not be adequate. This needs the full Special Edition treatment. And oh, how I hope there are outtakes.
22	This film is about 30 years old. I know of no conversions to tape or DVD. It had a theatrical run of about two weeks partially due to a bad review but nobody I ever met who saw it disliked the picture. The reviewer either never actually saw the entire film or had an agenda to sink it. When I first saw it my girlfriend (who isn't Jewish) and I and the vast majority of the audience, were roaring with laughter. We returned a number of times with friends and family and everyone loved it.<br /><br />13 years later I had the privilege of having Sid Ceasar in my car (I was hired to take him to his hotel) and I asked him about the film. He said that he had a lot of fun making the movie, but the studio provided very limited money to advertise and promote the product. No press, no promotion. Studio politics.<br /><br />Gardenia (overbearing father) and Medford (sweet, but loopy wife and mother) are the parents of Arkin, the older son who lives outside the family home and Reiner (intimidated, milquetoast) who lives in. The family owns a failing, indebted department store. Arkin is married to Anjanette Comer, who desperately wants a child. Arkin claims he is impotent because of the tyranny of his father and the fact that he is the hated high school basketball coach whose team can't even win one game. Ceasar plays a wacky WWII patient at the the VA hospital who still believes that the war is still ongoing.<br /><br />On a road trip to Florida, Gardenia secretly sets into motion a scheme to burn his Dept. store down and collect the Fire Insurance. Arkin and Reiner think that his parents' absence presents the perfect opportunity to prove their father wrong and refurbish and restock the store and make a success of it. They don't know of the plot and go to work. Ceasar as Gardenia's unwitting foil is priceless. The pace of the film accelerates and is replete with a few clever twists. This effort is worth a sincere second look and a re-release.
23	Rob Reiner is hilarious. I haven't seen the movie in a long time and have trouble finding it everywhere. Some of the humor is ethnic, but to me seems pretty harmless, as well as very funny. I thought there was a lot of good slapstick and madcap silliness.<br /><br />I'm not sure why the movie is not more available in stores or on different internet sites where some individual who had the interest in buying a movie like this would be able to have the opportunity to purchase a funny and entertaining and humorous movie such as this particular movie was.<br /><br />If you can find it, give it a try.
24	Alan Arkin, Rob Reiner, Vincent Gardenia, Alex Rocco, Kay Medford, Sid Caeser and a 7 foot tall black teenager named Captain F*@% in the most Jewish movie ever made. As I watched this on Fox Movie Channel earlier tonight I wasn't laughing -- because my mouth was hanging open too wide. Where to begin? Where?!? This movie has the highest per capita amount of asthma jokes I've ever seen. Just when you think there are no more laughs to get out of an asthma joke -- there's another! And all Ruthie wants is to visit her sister in Florida (pronounced Flaaaaahrida.) Need I mention that the patriarch of the family is in the garment business? And he has a sign on his door for his son to read which says "Keep Out Putz?" Need I mention that everyone talks down to the Spanish speaking men painting the house? Need I mention that Ruthie won't allow her husband to attend such an occasion in a sports jacket and slacks? Need I mention that Alan Arkin refers to the refrigerator as "the icebox?" Oh. . .oh, I'm starting to palpitate. This film is unavailable on DVD or VHS, but Fox Movie Network is pretty good about rerunning things. If they show it again, I am taping it.
25	I agree totally with the others. Fire Sale is one of the funniest comedies ever made. <br /><br />I have not read Maltin's review. But if it is negative, the man is suspect.<br /><br />As for the few who were extremely critical of the movie, I'm speechless. How could one not love this film? It is one side-splitting scene after another. It is nigh impossible to summarize it. One has to experience it. Further more, it is Jewish comedy at its very best. They don't make films like this anymore. <br /><br />Like the others, I have searched for this film in nearly 25 years. I would welcome contact from anyone who can help me find a copy.
26	I saw this movie as a motel movie shortly after vcr's became affordable/popular.<br /><br />I thought it was very funny and would love to see it again on DVD or tape.<br /><br />The rather subtle, dry humor mixed with slapstick comedy was very well done. I would certainly buy it if it were available.
27	I saw this a couple of times in the late seventies. My parents had just subscribed to this new service called Cable TV, and low and behold we had a movie channel called Showtime. I watched it every day it was on. It gives new meaning to the word "Putz". I really wish it would be released on video/DVD. I don't understand why it hasn't been. It is sad that another generation hasn't had the opportunity to share the laughs.
28	this movie must be re-released. a whole generation of comedy fans is missing out on one of the classic comedies of all time. if you have never seen this movie please contact your congressman and your clergyman and demand that they contact whoever it is that they serve and bring this movie to the publics attention.
29	The movie was incredible, ever since I saw it in 1977 I told my wife she had to see it, it was really funny. Right up there with the "In-Laws." As soon as it came out on video we would watch it. Well, 20 years later, and every time I ask in a video store they give me a funny look. Does anyone have any clue how this classic can be viewed??? "PLEASE HELP"
30	Though it's now been 24 years since I saw it, I still remember thinking that I should have walked out of the theater.. No one in the audience laughed even once. The only one laughing was the person who took our money for the tickets.
31	I rate it a 10 by how it affected me when I first saw it on television years ago, probably '78 or '79. I've only seen it once, yet I still remember it, and thanks to IMDb, I finally found the info on it. It might be horrible if I viewed it now, some things don't hold up well through the years. That being said, all I can remember is laying on the floor watching the television and beating the carpet I was laughing so hard, and my best friend called screaming through the phone, wheezing like he was going to die--he was watching it also. We didn't throw up, but we definitely couldn't breathe, it was that good at the time. I hope it comes out someday on DVD so I can give it the test. Until then, I still fondly give it a 10. (And Leonard Maltin is not right a lot of the time! Don't let him sway you.)
32	I remember seeing "Firesale" on HBO in 1978. I was 15 years old. My friend and I laughed so hard we could not control ourselves. The details are so sketchy now which is sad, but I never forgot that movie. I don't understand why it never went anywhere and is now completely unavailable. This movie needs to be rediscovered. It would be awesome to see it again. Can anyone help? Can we contact Rob Reiner and get his copy? Ha Ha. There are so many ridiculously stupid movies. I have seen most of them. This is sad. Of all the movies to not be able to see, I wish it was'nt this one. Seriously, if anyone knows were to get a copy of this movie, please write to me. I would greatly appreciate it. thank you.
33	I'm sorry, but I must respectfully disagree with Mr. Sam H. Franklin's review of this movie. There is, in fact, one laugh in the entire movie. It's the scene where Al (played by the always great Alex Rocco) is telling the wimpy Russel (Rob Reiner) how all the merchandise in the store is outdated. And he throws the clothes off the mannequins, and the last mannequin turns out to be an old lady. That was the one funny scene in the movie. The old lady ended up partially naked later on in the movie, but it wasn't nearly as funny. Oh, and Sid Caesar did a couple of things which may be construed as humor, though that is certainly a subjective construct. Other than that, this is a truly horrid movie. I thought it would at least have kitschy value, which it almost does; but it's not worth it anyway. Rob Reiner should have directed.
34	I watch "Fire Sale" at least 3-4 times a year and each time it gets better, very similar to "Where's Poppa", which also demands multiple viewings. While "Where's Poppa" has one extremely funny story line, "Fire Sale" has two. The insurance scam running parallel to the basketball player / adoption are absolutely two of the funniest ideas in any film. My only criticism is that Alan Arkin lets several scenes run on entirely too long. Nevertheless, there are moments of hilarious dark comedy throughout. "And don't forget to put my beer back", measuring a "live corpse", etc. This is one of the greatest comedies ever made, and will achieve instant cult status if ever released on DVD. - MERK
35	 after 16 minutes anyway. Not that it detracts from a nice little comedy-mystery, but this was an even cheaper affair than usual from RKO as they used up a lot of stock rustic Mexican background film to lilting music here while the main characters glided or drove about in front. Tom Conway as the Falcon looked as handsome and debonair as ever (no. 9/13  I don't count those last 3 non-RKO efforts with John Calvert), and had to do without the comedy double act of Clark and Gargan from now on.<br /><br />Investigation of a painting painted by a dead man (with an art gallery eerily similar to the one in Woman In The Window) leads to murder and theft; the Falcon is chased by the cops while he's chasing the baddies all the way into deepest Mexico. The dead painter's daughter was played chockful of feminine intuition by Martha Vickers, next step for her was the cute Big Sleep. She also uttered my favourite line from all of the Falcon films  "My father lived at this inn while he was alive"  wonderful stuff! Nestor Paiva played a helpful ambiguous peasant and Joseph Vitale a rather unhelpful serious dancer, some of their best stuff was to come later with Paramount. The only downer was the climax could've been handled with a little more sensitivity, but in these pics time was money!<br /><br />Another excellent and engrossing Falcon outing for the cognoscenti, serious people shouldn't waste their valuable time.
36	This is the ninth Falcon film, and a particularly good one. It contains some very good second unit material shot in Mexico, so there must have been a large budget for that, as it must have taken at least two or three weeks on location. It took a lot of editing to intercut all that with the actors back home in the studio. Tom Conway is in fine form, and there is some crackling dialogue as usual: 'Are you following me around?' 'I've been doing nothing else since we first met.' No prizes for figuring out who said that. There are excellent performances from two Hispanic actors, Fernando Alvarado is a charming little Mexican boy, and Nestor Paiva is excellent in a major supporting role. Martha Vickers is suitably alluring and ambiguous as a typical Falcon heroine. One would like to have some time alone with her in her dressing room (just for research purposes, of course). The plot is solid, a truly puzzling mystery this time, with so many possible villains that the fingers on both hands seem hardly sufficient. This is an excellent unpretentious B picture, just the sort of thing one wants in the Falcon series.
37	Michael Arlen's radio-serial detective returns for another movie mystery (actually, it's the Falcon's brother this time, with George Sanders having since exited from the role and his real-life sibling Tom Conway assuming his duties). For reasons unknown, the Falcon is down Mexico way, being conned by a Señorita who needs his help in retrieving one of her paintings from an art gallery. They break in after-hours (despite a sign near the door in English saying the premises are guarded by the police!), only to find a dead man on the premises. Globe-trotting yarn wants us to believe that New York City and Mexico are just a stone's throw from each other, or that the Falcon is really just a nice guy used to helping out desperate women. Neither washes, with the solving of the crime is rather rote and unexciting. *1/2 from ****
38	Two or even three movies for the price of one! The first is a travelog that was shot somewhere south of the US border. There are some excellent scenes of local fishermen and the culture of ordinary folks. Rumor has it that these are from Orsen Wells circa 1942. The second movie is unabashed marketing for tourism in Mexico - the last shot is of a tourist poster that melts into a plane flying to or from our neighbor to the south. The third movie is a lackluster mystery of sorts with Tom Lawrence at his worst. It is not that all of his Falcon movies are terrible, some are decent. The Falcon in Mexico is not one of his stellar performances and not really worth your time viewing. Half an hour after the movie, you won't rember who did it or care. Costume design by Renié.
39	This is one of my very favorite shows WWF/E has put on. Forgive me, I haven't watched this in almost 2 years, so my memory may be a bit fuzzy. <br /><br />European Championship - Probably my favorite opening match of all time, D-Lo Brown VS Val Venis was far better (and longer!) than I could have possibly hoped for. Two very capable (and horribly underutilized) guys getting 15 minutes (!!!!) to shine on a huge show...thumbs up! Great stuff! If you're ever wondering why they kept these 2 around for so long, check out this match. <br /><br />Oddities VS Kaientai - Nothing too special here, basically a comedy match. In that sense, it was well done. A couple funny spots, and Kaientai is always money. But all in all, they're wasted here.<br /><br />Hair VS Hair: Jeff Jarrett VS X-Pac - Nothing much to say. I forget the majority of this match, it was nothing spectacular. Then again, I actively dislike both of these guys, so this could have been pretty good and I just ignored it. Check for yourself.<br /><br />Sable/Edge VS Marc Mero/Jackie - Edge fans, pick up this show for Edge's debut! Nothing spectacular, Edge and Mero looking OK, Sable trying her best not to maim anyone with botched moves. Fairly early in her wrestling career, so don't expect anything special. <br /><br />Ken Shamrock VS Owen Hart: Lion's Den Match - Not a technical masterpiece, but very solid, given the environment. Limited space for movement inside the modified cage/lion's den seems to handcuff both guys, but they made it work. Worth watching, if only to see something you might not have see before (this type of match occurred only twice, I believe, and the other replaces Hart with Steve Blackman....who would YOU rather watch??)<br /><br />Tag Team Championship: New Age Outlaws VS Mankind/Kane - Kane no shows, leaving Mankind to defend on his own. If you're a Foley fan, check this out. No one takes a stiff butt kickin like Foley, and there are few examples of that as good as this. Nothing close to the spectacle of some of his other matches, this one is brutally short, emphasis on the 'brutal'<br /><br />Intercontinental Championship Ladder Match - What a great match. This stands out in my mind as the match that 'made' Rock and HHH. Up until this point, they were upper midcarders leading their respective factions. This match proved to me that they're both very capable of working a main-event caliber match and delivering HUGE. Not as much emphasis placed on high spots in this match, it seems to focus more on (again) brutality and storytelling. VERY well done, one of the forgotten great matches. <br /><br />World Championship Steve Austin VS Undertaker - A very well done match, especially considering Austin was knocked silly when they knocked heads about 3 or 4 minutes in. Not the greatest match of all time, but an important match nonetheless. The second PPV title match for these two, the first with Austin defending. Great (and unexpected) high spot features Undertaker attempting a huge legdrop from the top turnbuckle onto the announce table. Impressive visual for a guy that size. Good match, great show, check it out!
40	Match 1: D'Lo Brown (c) vs Val Venis for the European Championship - Pretty decent opener. Back in the late 90's D'Lo could really work a decent match, but as of his recent performances on Raw in 2008 I'm not impressed anymore. So basically these two go at it for with WWE's now defunct European title on the line. Venis looked pretty good in the ring, his character was still relatively fresh at this time. But anyway towards the end of the match Val gets himself disqualified, which means D'Lo retains the title.<br /><br />Match 2: The Oddities (Kurrgan, Golga and Giant Silva) (with Luna Vachon and The Insane Clown Posse) vs Kaientai (Taka Michinoku, Dick Togo, Mens Teioh and Sho Funaki) (with Yamaguchi-san) in a Handicap Match - Extremely weak match. I did like the Oddities as comic relief, but guys like Kurrgan and Golga did better as singles wrestlers. This, as J.R. says in the commentary, is not a classic. Anyway the Oddities squash their way to a victory over Kaientai.<br /><br />Match 3: Jeff Jarrett vs X-Pac in a Hair vs Hair Match - The first good match of the night. These two put out a very crowd pleasing match at this particular Summerslam. X-Pac is able to score the win, but Jarrett retreats from getting his hair cut. He is brought back to the ring shortly and they cut his formerly long hair into the look he had all through WCW and in TNA.<br /><br />Match 4: Marc Mero & Jacqueline vs Edge & Sable - A great way to get the young Edge over. Edge has always been tremendous in the ring, and even though he faces off with the talentless Marc Mero, he still manages to put on a decent match. In the end Edge and Sable get the win.<br /><br />Match 5: Ken Shamrock vs Owen Hart in a Lion's Den match - This match was off the hook. Owen Hart completely ruled the ring, if it wasn't for his death he would have been WWE Champion at some point. This match was absolutely awesome. Shamrock is able to defeat Owen in the end, but I still applaud Owen because he was such a great wrestler. He's a guy that needs to be in the WWE Hall of Fame.<br /><br />Match 6: Mankind (c) vs The New Age Outlaws for the WWF/E Tag Team Championship - This was just a low and lame match. Kane is the tag team partner of Mankind, but he doesn't show. So Mankind is left to fend alone against Road Dogg and Billy Gunn. In the end they get the win over Mankind and claim the Tag Titles again.<br /><br />Match 7: The Rock (c) vs Triple H in a Ladder Match for the Intercontinental Championship - The match of the night. These two incredible veterans put out a great match. At this point both the Rock and the Game were on the verge of becoming main eventers, and I think this match made it for them. Honestly a fantastic, must watch, match. In the end Triple H grabs the title to win.<br /><br />Match 8: Stone Cold Steve Austin (c) vs Undertaker for the WWF/E Championship - Great main event. Really one of Summerslam's best matches of all time. Madison Square Garden completely was behind Austin as he went into battle with the Undertaker for his championship. After a vicious battle, Austin hits the Stunner to retain the title. Crowd was completely ecstatic.
41	This ppv was made even better by one of the greatest rock songs ever Highway to Hell and the ppv was so great, one of the best ppvs ever! And the ppv started with a very hot opener with D-Lo Brown and Val Venis which got a surprising 15 minutes and the two men made the best of it! Oddities took on Kaientai in a fun match, X-Pac took on Jarrett in a haircut match, Edge was Sable's surprise partner as they took on Marc Mero and Jacqueline, Shamrock took on Owen Hart in a boring lions den match, Mankind went alone in a handicap hardcore match against the Outlaws which only lasted 5 minutes but it was pretty brutal for the 5 minutes, Triple H and the Rock had a decent ladder match but can't be compared to others, and in the main event Steve Austin defended the world title against the Undertaker, overall another good Summerslam and one of the best ever
42	The truth is that about 80% of the people who see (have seen) this movie won't like it. Why? Because it is not that original. But in saying that, I happen to belong to the 20% who really like it.<br /><br />I first saw it back in the eighties when I was about 8 or 9 years old. Now almost 20 years on I saw it again, and it really brought back nostalgic memories from when I was a kid.<br /><br />Some people say this movie has bad acting. I don't agree at all. While the story might not be the best ever, there is definitely nothing wrong with the acting. And the supersonic Maiden One plane looks absolutely stunning, even though it is 70's B-TV-movie material.<br /><br />I really recommend it to fans of disaster movies. It is hard to get a hold of these days, but if you have a chance to see it, do so.
